-6.2831855 1.0
-6.2706065 1.0
-6.2580276 1.0
-6.2454486 1.0
-6.2328696 1.0
-6.2202907 1.0
-6.2077117 1.0
-6.1951327 1.0
-6.182554 1.0
-6.169975 1.0
-6.157396 1.0
-6.144817 1.0
-6.132238 1.0
-6.119659 1.0
-6.10708 1.0
-6.094501 1.0
-6.081922 1.0
-6.069343 1.0
-6.056764 1.0
-6.044185 1.0
-6.031606 1.0
-6.019027 1.0
-6.0064483 1.0
-5.9938693 1.0
-5.9812903 1.0
-5.9687114 1.0
-5.9561324 1.0
-5.9435534 1.0
-5.9309745 1.0
-5.918396 1.0
-5.905817 1.0
-5.893238 1.0
-5.880659 1.0
-5.86808 1.0
-5.855501 1.0
-5.842922 1.0
-5.8303432 1.0
-5.8177643 1.0
-5.8051853 1.0
-5.7926064 1.0
-5.7800274 1.0
-5.7674484 1.0
-5.7548695 1.0
-5.7422905 1.0
-5.7297115 1.0
-5.7171326 1.0
-5.7045536 1.0
-5.6919746 1.0
-5.6793957 1.0
-5.6668167 1.0
-5.6542377 1.0
-5.641659 1.0
-5.62908 1.0
-5.616501 1.0
-5.603922 1.0
-5.591343 1.0
-5.578764 1.0
-5.566185 1.0
-5.553606 1.0
-5.541027 1.0
-5.528448 1.0
-5.5158696 1.0
-5.5032907 1.0
-5.4907117 1.0
-5.4781327 1.0
-5.4655538 1.0
-5.452975 1.0
-5.440396 1.0
-5.427817 1.0
-5.415238 1.0
-5.402659 1.0
-5.39008 1.0
-5.377501 1.0
-5.364922 1.0
-5.352343 1.0
-5.339764 1.0
-5.327185 1.0
-5.314606 1.0
-5.302027 1.0
-5.2894483 1.0
-5.2768693 1.0
-5.2642903 1.0
-5.2517114 1.0
-5.2391324 1.0
-5.2265534 1.0
-5.2139745 1.0
-5.2013955 1.0
-5.1888165 1.0
-5.1762376 1.0
-5.1636586 1.0
-5.1510797 1.0
-5.1385007 1.0
-5.1259217 1.0
-5.113343 1.0
-5.1007643 1.0
-5.0881853 1.0
-5.0756063 1.0
-5.0630274 1.0
-5.0504484 1.0
-5.0378695 1.0
-5.0252905 1.0
-5.0127115 1.0
-5.0001326 1.0
-4.9875536 1.0
-4.9749746 1.0
-4.9623957 1.0
-4.9498167 1.0
-4.9372377 1.0
-4.924659 1.0
-4.91208 1.0
-4.899501 1.0
-4.886922 1.0
-4.874343 1.0
-4.861764 1.0
-4.849185 1.0
-4.836606 1.0
-4.824027 1.0
-4.811448 1.0
-4.798869 1.0
-4.78629 1.0
-4.773711 1.0
-4.7611322 1.0
-4.7485533 1.0
-4.7359743 1.0
-4.7233953 1.0
-4.7108164 1.0
-4.698238 1.0
-4.685659 1.0
-4.67308 1.0
-4.660501 1.0
-4.647922 1.0
-4.635343 1.0
-4.622764 1.0
-4.610185 1.0
-4.597606 1.0
-4.585027 1.0
-4.5724483 1.0
-4.5598693 1.0
-4.5472903 1.0
-4.5347114 1.0
-4.5221324 1.0
-4.5095534 1.0
-4.4969745 1.0
-4.4843955 1.0
-4.4718165 1.0
-4.4592376 1.0
-4.4466586 1.0
-4.4340796 1.0
-4.4215007 1.0
-4.4089217 1.0
-4.3963428 1.0
-4.383764 1.0
-4.371185 1.0
-4.358606 1.0
-4.346027 1.0
-4.333448 1.0
-4.320869 1.0
-4.30829 1.0
-4.295711 1.0
-4.2831326 1.0
-4.2705536 1.0
-4.2579746 1.0
-4.2453957 1.0
-4.2328167 1.0
-4.2202377 1.0
-4.207659 1.0
-4.19508 1.0
-4.182501 1.0
-4.169922 1.0
-4.157343 1.0
-4.144764 1.0
-4.132185 1.0
-4.119606 1.0
-4.107027 1.0
-4.094448 1.0
-4.081869 1.0
-4.06929 1.0
-4.056711 1.0
-4.044132 1.0
-4.0315533 1.0
-4.0189743 1.0
-4.0063953 1.0
-3.9938164 1.0
-3.9812376 1.0
-3.9686587 1.0
-3.9560797 1.0
-3.9435008 1.0
-3.9309218 1.0
-3.9183428 1.0
-3.9057639 1.0
-3.893185 1.0
-3.880606 1.0
-3.868027 1.0
-3.855448 1.0
-3.842869 1.0
-3.83029 1.0
-3.817711 1.0
-3.8051322 1.0
-3.7925532 1.0
-3.7799745 1.0
-3.7673955 1.0
-3.7548165 1.0
-3.7422376 1.0
-3.7296586 1.0
-3.7170796 1.0
-3.7045007 1.0
-3.6919217 1.0
-3.6793427 1.0
-3.6667638 1.0
-3.6541848 1.0
-3.6416059 1.0
-3.629027 1.0
-3.616448 1.0
-3.603869 1.0
-3.59129 1.0
-3.578711 1.0
-3.5661323 1.0
-3.5535533 1.0
-3.5409744 1.0
-3.5283954 1.0
-3.5158165 1.0
-3.5032375 1.0
-3.4906585 1.0
-3.4780796 1.0
-3.4655006 1.0
-3.4529216 1.0
-3.4403427 1.0
-3.4277637 1.0
-3.4151847 1.0
-3.4026058 1.0
-3.3900268 1.0
-3.3774478 1.0
-3.364869 1.0
-3.3522902 1.0
-3.3397112 1.0
-3.3271322 1.0
-3.3145533 1.0
-3.3019743 1.0
-3.2893953 1.0
-3.2768164 1.0
-3.2642374 1.0
-3.2516584 1.0
-3.2390795 1.0
-3.2265005 1.0
-3.2139215 1.0
-3.2013426 1.0
-3.1887636 1.0
-3.1761847 1.0
-3.163606 1.0
-3.151027 1.0
-3.138448 1.0
-3.125869 1.0
-3.11329 1.0
-3.100711 1.0
-3.0881321 1.0
-3.0755532 1.0
-3.0629742 1.0
-3.0503953 1.0
-3.0378163 1.0
-3.0252373 1.0
-3.0126584 1.0
-3.0000794 1.0
-2.9875004 1.0
-2.9749215 1.0
-2.9623427 1.0
-2.9497638 1.0
-2.9371848 1.0
-2.9246058 1.0
-2.912027 1.0
-2.899448 1.0
-2.886869 1.0
-2.87429 1.0
-2.861711 1.0
-2.849132 1.0
-2.836553 1.0
-2.8239741 1.0
-2.8113952 1.0
-2.7988162 1.0
-2.7862372 1.0
-2.7736583 1.0
-2.7610793 1.0
-2.7485006 1.0
-2.7359216 1.0
-2.7233427 1.0
-2.7107637 1.0
-2.6981847 1.0
-2.6856058 1.0
-2.6730268 1.0
-2.6604478 1.0
-2.6478689 1.0
-2.63529 1.0
-2.622711 1.0
-2.610132 1.0
-2.597553 1.0
-2.584974 1.0
-2.572395 1.0
-2.5598161 1.0
-2.5472374 1.0
-2.5346584 1.0
-2.5220795 1.0
-2.5095005 1.0
-2.4969215 1.0
-2.4843426 1.0
-2.4717636 1.0
-2.4591846 1.0
-2.4466057 1.0
-2.4340267 1.0
-2.4214478 1.0
-2.4088688 1.0
-2.3962898 1.0
-2.3837109 1.0
-2.371132 1.0
-2.358553 1.0
-2.3459742 1.0
-2.3333952 1.0
-2.3208163 1.0
-2.3082373 1.0
-2.2956583 1.0
-2.2830794 1.0
-2.2705004 1.0
-2.2579215 1.0
